beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
-0.01872782 0.997616 -7.274733 0.9192693 1.907459 0.04486851 
0.2049427 0.8876635 1.363709 -1.760962 1.938017 0.03328609 
-0.01441957 0.9844728 -6.486673 -1.397278 1.946766 0.02800879 
0.01726822 0.9804327 1.395466 -8.807327 1.949258 0.02812737 
-0.04854755 0.9989455 10.95532 -4.360039 1.909992 0.03992893 
-0.09702684 1.028489 14.60312 -14.14095 1.91284 0.04779015 
0.04519787 0.9635599 -1.911034 3.974596 1.971881 0.01996263 
1.023339e-05 0.9832423 -10.98915 0.3054704 1.95391 0.03010463 
0.05845275 0.9609323 8.794618 -19.44879 1.886099 0.05574072 
0.02276375 0.9752384 -6.016351 10.13312 1.887465 0.05420762 
0.1385961 0.9363786 -10.47107 0.5779985 1.90282 0.04917274 
-0.07875413 1.016408 -5.270532 -3.811456 1.899999 0.04840968 
-0.1315118 1.044667 -6.105415 15.68879 1.929039 0.03710462 
0.03170536 0.9794197 -6.263301 1.641691 1.945905 0.03055845 
-0.0110032 0.98663 19.83926 -0.1519953 1.897631 0.05302445 
0.01564636 0.975051 10.40741 -21.15021 1.883633 0.06105959 
0.05367737 0.9748695 -24.74298 -1.293837 1.924741 0.03586117 
-0.111385 1.040918 6.928211 -7.278599 1.957018 0.02785061 
-0.07857812 1.033172 2.843847 5.72089 1.894914 0.05372091 
-0.239195 1.085729 -4.950422 6.765198 1.902126 0.05032424 
0.04699302 0.9753564 -9.200204 -6.663035 1.948546 0.02518089 
0.09475175 0.9445784 4.842754 -12.43962 1.911926 0.04578563 
0.05101195 0.9661263 -21.78689 0.9003759 1.895491 0.05197399 
-0.01191835 0.9999814 1.037047 -6.214534 1.921106 0.04324868 
0.03477219 0.9644983 -4.288359 0.164843 1.893781 0.06034192 
0.1346773 0.9289359 -3.623319 -15.20543 1.891929 0.05356802 
0.1224817 0.928721 3.64052 5.086624 1.908493 0.04384197 
-0.03929395 1.003842 -2.617275 6.394562 1.892621 0.05015227 
-0.1267202 1.024944 13.30372 -2.864201 1.901575 0.04686765 
0.01695095 0.9852783 4.639413 -4.717892 1.933382 0.03671684 
-0.1017054 1.045004 0.09436592 0.6300829 1.951266 0.02656889 
0.06646813 0.9544234 -5.073971 5.403728 1.943042 0.02995084 
-0.1833607 1.071991 2.846625 -6.630422 1.906582 0.0420216 
0.1134493 0.9206795 -13.29658 9.531789 1.945936 0.02562555 
0.188887 0.9027125 -2.160327 7.745333 1.921474 0.03937531 
-0.003188246 0.9671237 19.90049 -5.567524 1.913846 0.04222209 
0.001687894 0.9718512 8.611937 14.90414 1.896217 0.04472425 
-0.08613219 1.007569 -15.02637 -0.2638774 1.951266 0.02719214 
-0.1430062 1.045227 -15.68811 -7.705679 1.915497 0.03815803 
0.1375517 0.9155507 2.409857 -0.07867669 1.963276 0.01972353 
0.04048801 0.9493246 5.634009 2.50327 1.927564 0.03857477 
-0.09110926 1.015152 1.708028 5.584629 1.945459 0.02768918 
-0.01416182 0.9853154 -3.356752 1.453604 1.910031 0.04966599 
-0.07846508 1.013284 0.1402573 -0.597341 1.934961 0.03696933 
0.1776277 0.915688 4.405925 -13.88217 1.931484 0.0309391 
0.06848032 0.9680222 -21.96238 0.3008628 1.966462 0.01992921 
-0.03698123 1.004624 19.74253 -18.30599 1.993684 0.01184271 
0.175579 0.9100364 1.448587 0.006759227 1.925362 0.03800318 
0.2747651 0.871594 7.52636 -2.727697 1.915546 0.04340639 
0.008809131 0.9738723 0.005306422 0.998683 1.92883 0.04073944 
0.1421971 0.9271981 3.197649 7.770555 1.947362 0.02858142 
-0.1227203 1.022456 3.964204 -3.102593 1.923546 0.04420678 
0.06025201 0.9429724 3.289344 -10.30996 1.941611 0.03126759 
-0.1507413 1.052824 4.175447 6.029721 1.961387 0.02443255 
0.08204784 0.955955 13.74587 -10.90987 1.880675 0.05779396 
0.06136506 0.9384613 5.819257 -3.06697 1.925224 0.03998399 
-0.03699802 0.9856653 0.6618413 -0.789618 1.938395 0.0293194 
-0.0117533 0.9704578 -5.67497 -4.520194 1.927546 0.04103199 
0.1229069 0.9167298 2.348704 0.7464898 1.916109 0.04463383 
0.1505458 0.9306233 8.431502 -28.0807 1.932205 0.02994557 
0.01889428 0.9657693 3.19146 1.435181 1.933142 0.03525712 
-0.09744419 1.017178 2.889632 6.657354 1.897805 0.04942377 
0.158111 0.9113839 0.07290019 1.88727 1.898318 0.04757554 
0.0778229 0.946188 1.142193 -15.43682 1.911135 0.04468598 
-0.02286585 0.982305 20.91493 -6.291378 1.903917 0.05095018 
0.1441257 0.9262017 -9.504106 -9.041084 1.910009 0.04731155 
0.06032909 0.9523797 -2.481561 5.284348 1.904668 0.05336258 
-0.1001979 1.036861 -10.8362 4.391666 1.924451 0.03681625 
-0.003219656 0.9860359 -10.56576 -3.773891 1.924379 0.04040027 
-0.180443 1.062803 -6.145413 -5.451717 1.939129 0.03385192 
-0.08119835 1.004831 5.596332 -3.24522 1.939768 0.0350918 
0.2772459 0.8758788 5.913953 12.75883 1.88203 0.05829427 
-0.120622 1.004995 -17.13981 0.07941927 1.883257 0.05447141 
