beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
1.963739 0.01953342 -0.01480519 0.9959948 -6.796207 -3.476271 
1.942458 0.03325472 -0.007871202 0.982849 0.8073857 -21.99337 
1.938715 0.03558193 -0.009225698 0.9910482 -11.76408 -1.663124 
1.896885 0.05142363 -0.05283464 0.9942489 -1.598569 -5.860062 
1.974728 0.01478924 -0.06919602 1.01308 8.417241 -0.5261744 
1.967085 0.02277329 0.06702997 0.9600838 -1.110155 -2.305754 
1.866526 0.06097388 -0.1305497 1.02838 -2.540698 24.1975 
1.957398 0.0219363 -0.006635463 0.9963039 -3.706812 5.192986 
1.910404 0.04618957 0.00314986 0.9799961 8.998518 -11.16803 
1.954208 0.02478312 0.1305147 0.9241617 -4.99372 0.1311353 
1.901905 0.04863512 0.02978338 0.9864019 -8.209834 1.612767 
1.916735 0.04084074 0.108012 0.9438056 4.53134 -2.447398 
1.936937 0.03239377 -0.1238704 1.038242 8.264375 7.106705 
1.868964 0.06512692 -0.02952732 0.9911576 3.916441 5.79268 
1.976586 0.01468025 0.2285736 0.89777 -0.8145385 -0.5738532 
1.927122 0.04278239 -0.01007445 0.9906025 2.739697 -9.005578 
1.886364 0.05838048 0.1069834 0.9353234 -8.803448 -2.093019 
1.937692 0.03124716 -0.1064143 1.022991 6.960205 7.880774 
1.893355 0.05589831 -0.1343477 1.051202 -14.09963 0.8327624 
1.954526 0.02775092 -0.3214405 1.11627 -19.77215 10.31843 
1.977161 0.01365028 -0.006149476 0.9808003 -5.261925 6.239082 
1.907323 0.04681319 -0.1837056 1.06768 -10.72351 3.980379 
1.928582 0.04069654 -0.001635096 0.994199 -13.33332 -4.314329 
1.949234 0.02999673 -0.02796766 0.997983 -6.630542 -1.378137 
1.964561 0.01996812 0.0186561 0.9780683 0.5413651 -1.019382 
1.844512 0.07383375 0.01737598 0.9863895 6.095047 20.80259 
1.952832 0.02157005 -0.1223929 1.03709 -2.63064 1.011907 
1.950197 0.02961288 0.07892279 0.9531895 18.82073 -17.56204 
1.938013 0.03392887 0.1076553 0.9396129 5.380662 8.205457 
1.939091 0.03501921 0.04847093 0.9646472 -4.373835 15.53905 
1.893168 0.05733356 -0.04030075 1.014175 6.446823 -8.62676 
