beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
1.932614 0.03712795 0.1400156 0.9250251 0.8658589 -3.794758 
1.922922 0.04182856 0.07527638 0.9442231 -19.21186 7.049948 
1.967017 0.02111018 0.03266325 0.9894286 5.816599 7.544982 
1.932273 0.03523055 -0.02140016 0.9947838 9.934855 -10.02251 
1.907256 0.04521162 -0.2943951 1.111302 -0.5670345 10.93651 
1.900081 0.04695373 -0.06408421 1.000686 -0.2017148 -6.151208 
1.90773 0.04367967 0.07254298 0.9667396 -2.281776 -1.742507 
1.95264 0.02574948 0.07510061 0.9559367 9.786802 14.50699 
1.936691 0.03884362 0.1071427 0.954762 -15.20498 -1.608285 
1.873937 0.06680049 0.08126112 0.9446824 1.60099 -8.732545 
1.956543 0.02403304 0.04923599 0.9702683 18.06431 17.74699 
1.898672 0.05561511 0.1535854 0.9081118 1.904882 0.8967895 
1.926883 0.03902191 0.1071625 0.9370681 -12.21584 8.283967 
1.91189 0.04901178 -0.08668089 1.021899 5.89014 5.063591 
1.929611 0.02956118 0.1229265 0.907241 -5.855415 -19.26147 
1.927851 0.03869049 0.1009708 0.948163 -0.5197576 7.75257 
1.934595 0.03884622 0.08991449 0.9543538 12.82948 4.194541 
1.88896 0.05799891 0.004314165 0.9631072 2.822316 -9.572672 
1.946647 0.03018701 0.03481433 0.9579344 8.025923 -0.9105459 
1.903733 0.05131506 0.07787007 0.9361962 -1.767213 0.9899569 
1.895147 0.0461903 -0.104188 1.033181 -3.534991 6.634665 
1.880952 0.06096607 -0.0192833 1.001096 -8.376874 -11.5294 
1.935144 0.02930727 0.04454962 0.9643324 -2.732564 -5.937545 
1.936463 0.03440512 -0.02216438 1.005269 6.473051 -4.120293 
1.953983 0.02536353 -0.1229265 1.035838 4.720668 3.223 
1.945048 0.02741731 0.08896729 0.9545144 24.74555 -2.193232 
1.866864 0.06620271 0.1233924 0.9292551 19.53832 17.48625 
1.930591 0.04360578 0.09804389 0.9519841 11.56891 -3.150363 
1.931418 0.0401024 -0.01715241 1.003417 -15.26205 11.44964 
1.915293 0.04343497 0.07724976 0.9515873 11.85286 6.589475 
1.904219 0.0440068 -0.07940066 1.025704 -0.7066091 2.708164 
1.89516 0.05224366 -0.02149979 0.9787731 -2.852593 -6.464406 
1.869801 0.05771413 -0.01785459 1.002699 -8.119479 3.965362 
1.925694 0.04106702 0.01486941 0.9815208 -14.38385 -0.6187923 
1.948495 0.02524496 -0.03778006 1.003795 -15.64178 -1.1824 
1.941201 0.0255921 -0.1326037 1.044703 9.879582 1.756958 
1.917086 0.04023969 -0.2061757 1.033687 -0.9444009 0.8005084 
1.896264 0.05077253 0.2308463 0.8886829 1.351321 -1.803363 
1.935867 0.03530814 0.02264752 0.9646441 -3.282504 -0.4817062 
1.946253 0.02615935 0.05339116 0.957254 5.918638 19.49373 
1.897308 0.05060679 -0.0390987 0.9848661 -19.01399 20.30709 
1.953335 0.02686873 0.06617221 0.9491577 -16.8867 5.963304 
1.944046 0.02975186 -0.1279857 1.038456 7.075981 7.85678 
1.922427 0.0410753 0.04379733 0.96695 1.757968 12.23831 
1.931101 0.0354616 0.09456179 0.9495649 2.051701 -0.1808684 
1.901183 0.04793614 0.06644593 0.9499158 -3.744622 -4.067002 
1.888718 0.05515247 -0.05890101 1.006877 8.619099 -6.988788 
1.908244 0.04462788 0.03903815 0.9717747 -2.739255 -12.2817 
1.876761 0.05626474 0.03128657 0.977322 7.595403 2.975818 
1.937261 0.03789312 0.08432372 0.967333 -14.12133 11.55289 
1.931834 0.031729 0.1147277 0.9366145 -2.634318 -2.32175 
1.946565 0.03073971 0.06666859 0.9569324 -14.70226 13.37926 
1.902159 0.04718881 -0.02278489 0.9991897 3.782329 3.619516 
1.906984 0.04310575 0.0151369 0.9613882 1.816779 -17.75941 
1.908834 0.04673915 0.02795117 0.9807574 6.740137 -6.829579 
1.88537 0.0592235 -0.0004396263 0.9887277 -19.93531 -1.604369 
1.890197 0.0555567 -0.05259661 1.014657 0.04466389 -13.63964 
1.919396 0.0427131 -0.06881513 1.029509 -12.8612 6.1832 
1.882569 0.06124151 0.060217 0.9657428 11.90949 -6.411538 
1.901216 0.04229284 0.1605107 0.9081962 -8.281003 5.747302 
1.906978 0.05052558 -0.001488187 0.9892412 17.50749 -4.850645 
1.891591 0.05319616 -0.017454 0.9942604 -3.730323 2.895318 
1.898798 0.04947968 0.117148 0.9331245 7.04023 -4.262838 
1.901087 0.04458074 -0.004285997 0.9920113 -2.460502 -13.86435 
1.93161 0.03765544 0.0939598 0.9448267 13.39439 15.66301 
1.933962 0.03748376 0.09340965 0.9283209 3.756039 -14.98007 
1.909479 0.03970049 -0.04981297 1.002002 -16.45365 -0.08178127 
1.908787 0.04713212 0.08662242 0.9209904 0.3150097 5.251444 
1.93152 0.03870999 -0.08320886 1.011048 22.91635 11.25361 
1.924768 0.03846064 -0.07780203 1.008348 -4.323893 9.507731 
1.95214 0.03554612 -0.02611281 1.003533 -0.1905194 -3.560602 
1.937533 0.03239389 0.2059858 0.894696 -12.87354 7.784443 
1.949022 0.02985099 0.1952085 0.9142898 9.103033 -3.587246 
1.944684 0.02561592 0.05255372 0.9580474 -0.01504628 -26.50782 
1.916077 0.04063426 0.1935489 0.9001244 6.45691 -6.390178 
1.952115 0.0328774 -0.06152096 1.005591 2.221268 7.048123 
1.938586 0.0311413 0.09413973 0.9648818 6.6713 5.250065 
1.96168 0.02646359 -0.07318995 1.031592 15.96223 -5.746687 
1.914674 0.03946135 0.08278551 0.950026 -10.39073 11.35693 
1.940443 0.03361092 0.1056515 0.9421501 -9.745006 11.32352 
1.895586 0.05652265 -0.02458752 1.00313 -4.010439 -2.926997 
1.991967 0.007886051 0.01965017 0.9701465 -12.38977 2.474899 
1.918669 0.04571969 0.07543949 0.9567864 -6.520338 -0.3091514 
1.899909 0.05162056 0.05159899 0.9743671 -3.577443 14.97157 
1.939027 0.03739585 0.1527873 0.9332869 9.88996 -4.036468 
1.892098 0.0543972 -0.05739861 1.010685 2.868275 -0.08521785 
1.881034 0.05629362 -0.06759666 1.020723 1.322225 7.847304 
