"beta1_1" "beta2_1" "beta1_2" "beta2_2"
1.952581 0.02423837 0.198667 0.9032332
1.902414 0.04891227 0.02037061 0.9770707
1.906185 0.0446287 -0.00351511 0.9845111
1.931738 0.03534034 0.1181285 0.9461991
1.933837 0.04045725 -0.06812291 0.9892187
1.916597 0.04098112 0.006425209 0.9857154
1.95848 0.02272067 0.1660555 0.9257553
1.94319 0.03319115 -0.03296408 1.010328
1.930509 0.03862081 0.1257373 0.9365802
1.879159 0.05625733 -0.008402008 0.9840517
1.896182 0.04755074 -0.0537122 1.017703
1.909082 0.04819958 -0.05622549 0.9938387
1.964593 0.02027876 -0.04747791 1.006318
1.886948 0.05724772 -0.05676909 1.023093
1.873459 0.06076102 0.09512343 0.9399354
1.91814 0.04276981 -0.09982203 1.035087
1.931996 0.04232517 -0.02293007 0.9916818
1.931971 0.0383891 0.03096647 0.9676767
1.878955 0.06163774 0.184622 0.911318
1.925214 0.0408282 -0.05719519 1.01201
2.005359 -0.001588641 -0.03151628 1.000226
1.941627 0.02519926 0.2748917 0.8882166
1.960492 0.02360666 0.0684669 0.9611932
1.954045 0.02761364 -0.02600507 1.003272
1.883182 0.05798795 -0.02697682 0.9985974
1.990233 0.01591721 0.00489316 0.9586944
1.871134 0.05963596 -0.09610875 1.007506
1.932135 0.03639203 -0.02315764 0.9965824
1.932165 0.03550924 -0.04268238 0.9758456
1.875442 0.05865762 0.1299407 0.928124
1.908636 0.05042571 -0.3501034 1.14783
1.89908 0.04828411 -0.07899133 1.02688
1.855951 0.07331161 0.06462516 0.9564058
1.910845 0.0464924 -0.07335269 1.021331
1.884511 0.05572927 -0.02232987 1.009107
1.945181 0.0328547 0.1195555 0.9314404
1.910635 0.04403319 -0.05490813 1.010814
1.983656 0.01913675 -0.02264803 0.9974423
1.897209 0.04811676 0.1781619 0.9120476
1.909513 0.04177269 -0.1190489 1.025993
1.946966 0.02995097 0.05569838 0.9724709
1.92428 0.04090882 -0.08600029 1.009925
1.924257 0.03961256 -0.1193111 1.032697
1.887081 0.05392772 0.1107125 0.9410078
1.900187 0.04982487 0.06299554 0.9697635
1.984004 0.01465396 0.1370052 0.9256951
1.950954 0.02888989 0.02489206 0.9796933
1.876184 0.05932885 -0.1402283 1.053946
1.864793 0.06110417 -0.2442124 1.102575
1.886624 0.05286835 -0.04613418 1.008525
1.940206 0.03039982 -0.08892111 1.02774
1.917039 0.04371484 -0.1239474 1.012686
