beta1_1 beta2_1 beta1_2 beta2_2 
1.891002 0.05365198 -0.01388645 0.9990273 
1.95538 0.02457552 -0.06005409 1.011881 
1.939584 0.03153326 0.05526931 0.9628116 
1.872425 0.06191885 -0.06192155 1.026137 
1.901452 0.0498032 0.1496887 0.915416 
1.933463 0.03600065 0.0479826 0.9644626 
1.948197 0.02900015 0.1549215 0.9250634 
1.912144 0.04765017 0.1623761 0.9072682 
1.997314 0.01141443 0.04707132 0.9657757 
1.893898 0.05595966 0.03666228 0.9750426 
1.947809 0.03103227 0.006387021 0.9966269 
1.935245 0.0361059 0.1717814 0.9192463 
1.949759 0.02209153 0.01822539 0.9686558 
1.94675 0.03031483 0.1278287 0.9249643 
1.932775 0.02986708 0.1347546 0.9052479 
1.921913 0.0405026 -0.2180069 1.056866 
1.929093 0.03949594 0.05515257 0.9620366 
1.917722 0.04433049 0.07492895 0.9532277 
1.891571 0.05644724 -0.01052512 0.9909312 
1.929155 0.03722236 -0.1557726 1.048397 
1.902966 0.04790696 -0.3374658 1.129441 
1.913674 0.04655451 0.01559829 0.9789119 
1.952025 0.02856323 -0.1193976 1.041382 
1.952091 0.02420458 0.04435217 0.9537282 
1.989948 0.01184534 0.04293948 0.9725567 
1.918305 0.03733147 -0.2049666 1.068648 
1.90866 0.04681439 0.05614681 0.9531461 
1.924654 0.03168134 0.1767663 0.9161807 
1.873003 0.06698689 -0.03530832 0.9885167 
1.897356 0.04984414 0.04474954 0.9639 
1.873031 0.06297993 0.07740709 0.9478369 
1.946286 0.02783863 0.205587 0.8776769 
1.942967 0.02551267 0.08635558 0.9440255 
1.920194 0.04107923 0.08156591 0.950046 
1.92815 0.04002602 -0.07028102 1.019702 
1.952629 0.02950292 0.09290422 0.9397783 
1.909155 0.05119753 0.02634299 0.9707989 
1.880448 0.06664106 0.03263522 0.9799965 
1.934526 0.0297392 0.148379 0.9114974 
1.877499 0.06228061 0.0172907 0.9714168 
1.923447 0.04537509 0.1890002 0.9068072 
1.928594 0.0357217 -0.1432776 1.032611 
