beta1_1 beta2_1 beta1_2 beta2_2 
1.891467 0.05178861 -0.036686 0.9776121 
1.920174 0.03927464 0.129068 0.9384199 
1.915695 0.04162428 -0.01544416 1.000215 
1.922394 0.04451669 0.06653396 0.9632489 
1.931941 0.03432054 -0.252408 1.091592 
1.890252 0.05240708 -0.04101615 1.006793 
1.999683 0.006735533 0.0633569 0.9656893 
1.935609 0.03703595 -0.07280006 1.01026 
1.898706 0.04615909 0.1989925 0.8912722 
1.897634 0.05064716 0.1395564 0.9305589 
1.894132 0.05613741 -0.02418161 0.9903091 
1.983318 0.01575114 0.08578575 0.9535248 
1.945281 0.02859739 0.04248469 0.9733231 
1.864388 0.06332532 -0.06320389 1.013956 
1.909456 0.04545344 -0.1532582 1.055346 
1.957868 0.02330895 0.1168284 0.9469013 
1.865893 0.06728539 0.06439599 0.9671418 
1.923634 0.03461397 -0.0356025 1.002923 
1.960792 0.02571885 0.01888841 0.9846919 
1.932547 0.03685497 0.05131309 0.9642329 
1.905774 0.05097802 0.1855163 0.9026247 
1.897617 0.0495877 -0.07724231 1.03855 
1.910786 0.04561038 0.05724907 0.9624487 
1.919753 0.04177226 0.07969771 0.9467645 
1.976459 0.01631173 -0.001519101 0.9826161 
1.947267 0.02870585 -0.0165015 0.9833418 
1.895815 0.05199857 -0.3045299 1.08447 
1.932382 0.03820524 -0.02350719 0.9920465 
1.924345 0.04209403 0.09096555 0.9413861 
1.8856 0.05817413 0.06732206 0.9430647 
1.884406 0.05971826 0.05440979 0.9578593 
1.896711 0.05327934 0.01257788 0.9577922 
1.879155 0.05958931 -0.03974558 0.9970427 
1.928409 0.03476252 0.0005413361 0.9776037 
1.885671 0.05681783 -0.0110166 1.001723 
1.867677 0.06850293 0.03215072 0.9834436 
1.975209 0.01353641 0.05072506 0.9762802 
1.936966 0.03241992 0.1489141 0.9235929 
1.882373 0.05423905 -0.02692643 1.001342 
1.916567 0.04412265 -0.05037921 0.9978522 
1.920492 0.04277853 -0.02438191 0.9995335 
1.869112 0.05976562 -0.1145156 1.050996 
1.904878 0.04627346 -0.1182864 1.038361 
1.889075 0.05744253 0.17541 0.8990305 
1.926063 0.03551265 0.1206982 0.9339817 
1.891496 0.05665394 -0.09238731 1.030526 
1.88098 0.0595832 -0.09171757 1.022526 
1.90835 0.05183713 -0.1166505 1.02023 
1.882262 0.05786562 -0.1734497 1.063418 
1.974144 0.0167923 0.07289312 0.9499347 
1.933529 0.03423083 -0.08617594 1.021673 
1.928296 0.03630817 0.08122537 0.9434888 
1.925071 0.04156605 -0.07730481 1.020256 
1.904245 0.04880173 0.112922 0.9397346 
1.974817 0.01610396 -0.3113026 1.097969 
1.92704 0.03631749 -0.09045154 1.032605 
1.936912 0.02691275 -0.04807053 1.001073 
1.877911 0.05909476 -0.1484066 1.049852 
1.889333 0.05659137 0.01222798 1.001795 
1.854419 0.0712363 -0.04074802 0.9968844 
1.903406 0.0457208 -0.01264214 1.011616 
1.93143 0.03540941 0.05017155 0.9738543 
1.896099 0.05180663 -0.4133926 1.156488 
1.943467 0.03125968 0.1161078 0.923364 
1.915309 0.04498537 -0.06730781 1.022769 
1.935599 0.03188597 0.08903102 0.9477042 
1.96289 0.02128083 0.02042436 0.9595379 
1.963912 0.02566223 0.0449025 0.9761797 
1.90568 0.05376512 -0.1411658 1.043488 
1.983003 0.01667321 -0.01131454 0.9972118 
1.954776 0.02675018 -0.04030187 0.9907378 
1.904291 0.04442707 -0.07914466 1.027862 
1.847401 0.07519397 0.06277661 0.9637781 
1.883738 0.0621494 -0.02865287 0.9887238 
1.926839 0.03617636 -0.07374733 1.023613 
1.903368 0.04892257 -0.1966858 1.073319 
1.956367 0.02579621 0.008457676 0.9745181 
1.934187 0.03851063 0.09674354 0.9569593 
1.952887 0.02900644 0.2577635 0.864521 
1.900107 0.04961789 0.1638588 0.9116054 
1.923248 0.03995035 0.04083072 0.9643231 
1.916183 0.04122965 -0.003641511 0.9952093 
1.928094 0.0356887 -0.1168423 1.031028 
1.896569 0.05015899 -0.07339432 1.025841 
1.958445 0.02921606 -0.06325935 1.014526 
1.93261 0.04061466 -0.03240206 1.000554 
1.899667 0.04811728 -0.05366335 1.000875 
1.916657 0.0431989 -0.07222071 1.015685 
1.879445 0.0617519 0.0228911 0.955368 
1.923647 0.03830447 -0.2129786 1.061054 
1.894373 0.05338291 0.01594299 0.9704409 
1.895777 0.05239934 0.02251827 0.9723231 
1.968657 0.02231126 0.1080901 0.9454818 
1.949653 0.0277792 -0.05138813 0.9959535 
1.89776 0.05257389 0.05184714 0.968812 
1.886697 0.05376787 -0.1454071 1.032374 
1.930188 0.04005769 0.1590907 0.9184582 
1.926252 0.04165823 0.006171409 0.9643255 
1.913542 0.04623364 -0.07642904 1.020605 
1.939386 0.0376464 -0.02693958 1.003879 
1.934107 0.03337561 0.05199185 0.9600222 
1.90116 0.05056622 0.09461993 0.9410825 
1.899336 0.05229572 -0.05476281 1.009868 
1.912652 0.04483519 -0.09507438 1.02215 
1.925726 0.04027438 -0.3409763 1.115864 
1.960501 0.02497867 0.02479552 0.9850102 
1.886222 0.05512708 0.05757792 0.9556064 
1.949733 0.0291578 0.05386433 0.9560122 
1.955914 0.02287015 0.01524347 0.9873055 
1.921802 0.04160089 -0.1004989 1.032375 
1.947753 0.02038092 0.09101711 0.9339664 
1.935473 0.03460535 0.1020859 0.9470313 
1.91595 0.04057382 0.1275786 0.9388698 
1.89109 0.05478347 0.04006636 0.9768351 
1.926137 0.03454701 0.1232718 0.9414707 
1.9481 0.03227843 0.05700736 0.9506841 
1.891235 0.05147489 0.08718145 0.9553819 
1.91972 0.04403258 0.05251955 0.9749686 
1.934007 0.03835828 0.02770415 0.9828119 
1.841042 0.07378684 0.02041158 0.9950132 
1.93934 0.03573908 0.01198576 0.975684 
1.911596 0.05021626 0.1098828 0.9271082 
1.896496 0.05638252 0.04361238 0.9610602 
1.93064 0.03396883 -0.0590584 1.028588 
1.947757 0.03256477 0.0486395 0.9755256 
1.916202 0.04347478 -0.02595072 1.003474 
1.923546 0.04230593 0.004851177 0.9763587 
1.919582 0.03445566 -0.02724583 0.9999632 
