beta1_1 beta2_1 beta1_2 beta2_2 
0.04886892 0.9801992 1.929425 0.03488772 
0.1514766 0.9170066 1.878835 0.05731608 
-0.0204858 0.9944547 1.95086 0.02706813 
0.08395525 0.9495326 1.904715 0.04932025 
0.2069343 0.8833809 1.956409 0.0247197 
-0.01417802 0.9938494 1.980529 0.01649333 
-0.05742855 1.010588 1.915549 0.04557268 
0.01657034 0.98168 1.942736 0.02923115 
0.01530142 0.9799912 1.977642 0.02168171 
-0.01848735 0.990849 1.862148 0.06599859 
0.01109017 0.9752364 1.928955 0.03242832 
0.008081401 0.9780156 1.926745 0.03835079 
-0.2436983 1.082384 1.911015 0.04783462 
-0.2309341 1.07795 1.896682 0.05193997 
-0.005167003 0.9705177 1.922661 0.04080495 
-0.1332258 1.046717 1.901302 0.0453414 
-0.007553821 0.988296 1.936041 0.03492063 
0.08691048 0.9609205 1.860887 0.06468025 
-0.2304202 1.07487 1.943754 0.02856231 
-0.0303871 0.9850924 1.884076 0.06309858 
0.1815838 0.9087743 1.882128 0.06014507 
0.02253009 0.9805417 1.904253 0.05330964 
0.0849182 0.9414304 1.913466 0.04627728 
0.06310555 0.9458364 1.943485 0.02916283 
0.1367049 0.9351509 1.890829 0.05075701 
-0.01013938 0.9999188 1.945738 0.03140452 
-0.02494109 1.003799 1.892519 0.05309915 
-0.009347908 0.9866971 1.906318 0.05022204 
-0.008410325 0.9894797 1.942255 0.02712525 
0.04883373 0.9608274 1.939498 0.03573316 
-0.05871788 1.005198 1.870596 0.06537191 
0.003031042 0.9697967 1.8998 0.04707217 
-0.003009865 0.9792847 1.90099 0.05312738 
-0.1553656 1.045405 1.93653 0.0299109 
0.2047943 0.9061141 1.89097 0.05709149 
0.004813636 0.9811508 1.875001 0.06462972 
-0.1719052 1.039058 1.918226 0.04104069 
0.1735151 0.9335517 1.937087 0.03474576 
0.05219962 0.9692104 1.902168 0.0518541 
-0.06298335 0.9954626 1.870637 0.0609466 
-0.1293095 1.028868 1.912667 0.04560484 
-0.06748064 1.009646 1.936301 0.02909784 
0.01919282 0.9770861 1.878961 0.06053035 
-0.06866087 1.01809 1.947652 0.03153395 
-0.02988508 1.004481 1.901497 0.05233101 
0.1468214 0.9242554 1.917294 0.03885704 
0.05434533 0.9670232 1.932685 0.03477837 
0.005566206 0.9882653 1.902401 0.04699415 
-0.005072138 0.9897279 1.952619 0.02702842 
0.1835324 0.905005 1.96797 0.01331479 
0.1403011 0.928445 1.936177 0.03080243 
-0.1312389 1.039578 1.918569 0.03969459 
0.02643079 0.976413 1.880599 0.05978391 
-0.04074094 0.9706306 1.949375 0.03221949 
0.06002845 0.9694325 1.900799 0.04735721 
-0.08076226 1.008116 1.921182 0.03455937 
0.02114103 0.9722797 1.88975 0.05639813 
0.1452488 0.9345142 1.899778 0.05200989 
0.04597525 0.9651287 1.914521 0.04211211 
-0.1842949 1.054618 1.890847 0.06166862 
0.1174607 0.9205574 1.90893 0.04455436 
0.0202925 0.9856584 1.933494 0.0441229 
0.1914044 0.9044317 1.933759 0.03085734 
0.1267189 0.934947 1.930325 0.0357328 
0.05341104 0.9643505 1.897445 0.05039073 
0.09317634 0.9419983 1.987829 0.005637073 
-0.07715436 1.013455 1.92137 0.03672355 
-0.0757695 1.026177 1.92379 0.04519505 
-0.007448666 0.9977836 1.880235 0.05268325 
0.007209274 0.9856006 1.892298 0.0534306 
-0.003996545 0.9922856 1.86814 0.06957292 
0.1113737 0.9272458 1.946462 0.03068566 
-0.03452659 1.011349 1.925143 0.03529918 
0.00788498 0.9857556 1.952461 0.02360486 
