beta1_1 beta2_1 beta1_2 beta2_2 
-0.2527805 1.09903 1.883517 0.05363795 
-0.06180397 1.021963 1.933924 0.03974837 
-0.0729199 1.026418 1.84764 0.07762741 
0.03049986 0.9738661 1.923589 0.04149689 
-0.1939507 1.051594 1.841198 0.07311456 
0.00807639 0.9944063 1.972643 0.02111042 
-0.008727248 0.9974138 1.920796 0.0346432 
0.0770361 0.95695 1.890985 0.05519602 
0.07380443 0.9445778 1.85033 0.07388732 
-0.05437589 1.011254 1.961169 0.02569954 
0.1157091 0.9417253 1.926546 0.0402937 
-0.001302602 0.9729066 1.956726 0.02546971 
-0.09576961 1.039443 1.938539 0.03232924 
0.02106328 0.9603884 1.903594 0.04823368 
-0.0827174 1.018806 1.91566 0.03953695 
0.1392956 0.9222223 1.921841 0.03935145 
0.06001989 0.9547105 1.947328 0.03443232 
0.08770487 0.9494695 1.915839 0.0431435 
-0.1212132 1.023555 1.9105 0.0466676 
-0.2944415 1.11322 1.875353 0.05975856 
-0.0999136 1.022315 1.938417 0.03189468 
-0.1864002 1.053711 1.961137 0.01840687 
0.003209376 0.9866773 1.90094 0.05692365 
-0.06705259 1.012871 1.928735 0.03350544 
-0.05745594 1.028612 1.928451 0.03718262 
0.06100248 0.9547727 1.950222 0.03095273 
-0.01580687 0.9916473 1.951806 0.02803442 
0.07532178 0.9639437 1.922856 0.04418944 
0.1463895 0.9185034 1.914028 0.03961582 
-0.04438342 1.009632 1.909688 0.0483189 
-0.0353396 1.00755 1.900031 0.04954768 
0.1202444 0.9382099 1.811583 0.09244599 
0.1218216 0.9213303 1.901404 0.04944288 
0.06272713 0.9628743 1.907044 0.04514138 
0.0681621 0.9588676 1.945352 0.0268631 
0.0003359685 0.9880763 1.903474 0.04611438 
0.1005869 0.9382446 1.910693 0.0484639 
-0.02789423 0.9930686 1.937194 0.03598044 
-0.2900662 1.115948 1.891075 0.04956654 
-0.01827184 0.9907543 1.921736 0.04320084 
-0.05136035 1.011896 1.869627 0.05991883 
-0.01380281 0.9855891 1.926216 0.03745958 
0.09214693 0.9468047 1.935546 0.03836518 
-0.0461356 0.9973144 1.926948 0.03699512 
0.0596896 0.9619415 1.944904 0.03163837 
0.0660554 0.9596229 1.925943 0.03948483 
-0.01878845 1.0059 1.927968 0.03779625 
-0.01398515 0.9907544 1.920208 0.04087704 
-0.106366 1.0253 1.902899 0.05021075 
0.02109233 0.9690364 1.929172 0.03854587 
0.03051312 0.9778422 1.952153 0.03155629 
0.05814205 0.961882 1.945391 0.03778268 
0.002960534 0.9996567 1.89511 0.05417389 
0.1195901 0.908452 1.955998 0.02313737 
-0.02819291 0.9840696 1.932386 0.03357573 
-0.02409861 0.9983668 1.929088 0.03411007 
-0.03646607 1.008367 1.934232 0.03391614 
-0.09850394 1.04596 1.894856 0.05514558 
0.02808941 0.9775953 1.934602 0.03452515 
-0.1667207 1.04169 1.927913 0.04070358 
-0.01367028 0.9799116 1.922186 0.04125557 
-0.1596544 1.058901 1.974225 0.01711931 
0.05883922 0.9615676 1.924264 0.03711265 
-0.1850722 1.054008 1.922501 0.03996885 
0.01971536 0.9771189 1.942105 0.03200809 
-0.009525668 0.9941621 1.90711 0.04681107 
-0.05446807 1.007403 1.906482 0.04785918 
0.005585219 0.9990669 1.899354 0.04845293 
0.0257172 0.9641945 1.892951 0.05090077 
-0.0182771 0.9957425 1.951164 0.02845293 
0.07286725 0.9455755 1.899142 0.05329268 
-0.0596727 1.024465 1.900683 0.05358258 
0.01035548 0.9943828 1.855187 0.0733902 
-0.1010672 1.040951 1.948281 0.03352789 
0.09201856 0.9542354 1.8937 0.05308309 
0.1195823 0.9464104 1.903726 0.04921772 
-0.1293276 1.01956 1.90128 0.04747997 
-0.06953093 1.01607 1.941897 0.02988515 
0.06787795 0.9560124 1.821595 0.09044389 
-0.2668635 1.104308 1.865984 0.06703352 
0.1416912 0.9428002 1.922677 0.03435872 
0.150466 0.9279997 1.902439 0.04997635 
0.03851253 0.9786502 1.974517 0.01976956 
0.02054612 0.9768629 1.953727 0.02814669 
0.1843765 0.9060868 2.010935 0.005889873 
-0.0607543 1.004029 1.879851 0.05640233 
0.1464469 0.9245727 1.952135 0.02684238 
0.0870425 0.9513775 1.918318 0.04061534 
-0.2192667 1.07672 1.931309 0.03858782 
0.0649232 0.9616171 1.859645 0.06950721 
0.1240944 0.9328204 1.917957 0.04421601 
-0.02988897 0.9994931 1.94591 0.03403642 
