"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-0.001023862 0.9932746 1.971301 0.01943796
0.05511409 0.9782974 1.943282 0.02908131
0.2626333 0.8736883 1.869849 0.06828379
0.07933456 0.9544313 1.925888 0.03691471
-0.09680175 1.036908 1.882691 0.05987477
0.1092973 0.9372312 1.897935 0.05469813
0.1906045 0.912346 1.897895 0.05041726
-0.221824 1.058349 1.939139 0.03032401
0.01149293 0.9766194 1.944478 0.03088109
-0.1543022 1.054086 1.931292 0.03669411
0.08753637 0.9566345 1.893543 0.05447346
-0.1027506 1.02991 1.899814 0.04677582
-0.001007836 0.9972802 1.916802 0.04462206
0.06830053 0.9552295 1.940714 0.03250796
0.08866228 0.9496784 1.934775 0.03838049
0.0246361 0.9739062 1.915445 0.04624327
-0.05660032 1.011879 1.930987 0.02731765
-0.08292647 1.019486 1.909279 0.04459295
-0.02939918 0.9953762 1.921708 0.04059554
-0.1019499 1.030768 1.9427 0.02637637
0.03074034 0.9826146 1.896315 0.05166981
-0.01607215 0.9893806 1.885705 0.05520409
-0.03106204 0.9953454 1.927471 0.03313625
-0.08430444 1.030791 1.901918 0.05036873
0.02550024 0.9616974 1.925854 0.0345757
-0.04580916 1.02495 1.928751 0.03857869
0.06081724 0.9576686 1.942065 0.03909989
-0.004559398 0.9842493 1.934293 0.03655874
-0.06574807 1.019934 1.943221 0.03037378
0.1778687 0.9037409 1.868181 0.06817539
0.001171163 0.9785872 1.933977 0.03165029
-0.03455831 0.9879579 1.916993 0.04242848
-0.09579503 1.015152 1.958109 0.02160091
-0.09451777 1.046543 1.92216 0.04319682
0.02131981 0.9725332 1.92728 0.03541037
-0.194609 1.07425 1.938361 0.03684282
-0.0290068 1.00831 1.897198 0.05151962
-0.02847568 1.00876 1.954289 0.03256624
0.1861584 0.9025183 2.008964 0.00329657
0.186898 0.8994819 1.937076 0.03490162
-0.1608325 1.049855 1.954549 0.02608078
-0.1576848 1.034619 1.929127 0.03054338
-0.1054216 1.032225 1.88331 0.05954411
-0.03590795 1.004367 1.965113 0.02019113
0.1595132 0.9161815 1.910796 0.03785016
-0.0008701034 0.9919044 1.9606 0.02323597
0.1873338 0.9023211 1.918909 0.04387216
0.1092739 0.9214801 1.928081 0.03749659
-0.006905031 0.9914703 1.906712 0.05184101
0.2003411 0.9003684 1.910821 0.03924469
0.03880872 0.9658852 1.902616 0.04704747
0.03694046 0.952197 1.938059 0.0302184
0.006500575 0.9862375 1.924741 0.03937335
-0.04935401 1.005816 1.91372 0.04366841
-0.01191429 0.991646 1.874181 0.0644437
0.098312 0.9589139 1.878696 0.0556035
0.2195415 0.8937658 1.918372 0.04023564
0.1354684 0.9427204 1.931648 0.03687818
-0.179891 1.058909 1.914801 0.0447453
-0.04253678 1.011303 1.9429 0.0334722
0.1588928 0.9021422 1.910905 0.04451691
0.1121947 0.9454856 1.920489 0.03826729
-0.001615897 0.9817221 1.925514 0.0363094
0.1860372 0.9061228 1.909825 0.04646281
-0.01078923 0.9907828 1.939901 0.03346311
0.002397004 1.005115 1.883086 0.05864239
0.2876306 0.8741366 1.917598 0.04548092
-0.04756474 0.9974549 1.907679 0.04845791
-0.1491889 1.043738 1.867449 0.06098671
-0.04043596 1.004088 1.939145 0.03366261
0.063454 0.960662 1.890831 0.05221076
0.009532409 0.983173 1.952809 0.02660517
0.03211678 0.9754217 1.944276 0.02913863
0.02803963 0.9824347 1.952389 0.03054848
0.06920027 0.9591288 1.947944 0.02706149
0.1664891 0.9116553 1.897556 0.05107548
-0.01534285 0.9943429 1.960531 0.02201239
-0.1293958 1.032002 1.943968 0.03357198
-0.2832799 1.111917 1.915935 0.04279669
0.02247281 0.9732881 1.916085 0.03577913
-0.0325824 1.000241 1.946012 0.02751353
0.03892295 0.985143 1.927877 0.03348425
-0.05000324 0.9842867 1.934802 0.03527811
0.1571979 0.926073 1.834244 0.07991576
-0.1510411 1.044769 1.946598 0.03113643
-0.2017851 1.045482 1.9509 0.02826815
0.05873718 0.9673326 1.920304 0.04443831
-0.1000709 1.027867 1.974546 0.0181241
0.02706701 0.9675885 1.910166 0.04834208
0.05942035 0.948731 1.9306 0.03491216
0.06036373 0.9620207 1.887244 0.05558803
0.04764496 0.9649926 1.859853 0.07061446
-0.1876286 1.070315 1.91428 0.03773614
0.1711806 0.9360796 1.925112 0.03993329
0.1761472 0.8996594 1.865352 0.06782422
0.06742287 0.9500175 1.94155 0.03325549
0.09242512 0.930187 1.910865 0.04580797
0.03475242 0.9806165 1.892647 0.05383009
-0.1667527 1.057281 1.947011 0.03122082
-0.1397562 1.050817 1.9067 0.04762396
-0.2615265 1.103525 1.935095 0.03316707
-0.02277353 0.9977232 1.941677 0.02813385
0.1795819 0.9204664 1.933291 0.03581913
0.01787292 0.9652881 1.945859 0.03565982
-0.0979417 1.021346 1.867431 0.06443295
0.04267629 0.9698257 1.937402 0.03301719
-0.1488385 1.036097 1.941421 0.03368051
0.1059055 0.9374446 1.920864 0.04447187
0.04596216 0.9694941 1.871588 0.06463748
0.04449108 0.9591839 1.919068 0.04429299
-0.0404654 1.017791 1.894721 0.04982548
0.1874372 0.9028808 1.969149 0.02018144
0.07588005 0.9488737 1.952424 0.02865885
0.227695 0.8864206 1.930574 0.03197862
-0.1403905 1.048274 1.936253 0.0300708
0.03651405 0.9718348 1.926124 0.04118724
-0.007604332 0.9776495 1.919813 0.04532212
0.009118631 0.9904503 1.891442 0.05708526
0.0774085 0.9334781 1.932492 0.0354327
0.1311649 0.9268116 1.918779 0.03961929
-0.03323298 1.009277 1.882201 0.05750848
0.03137276 0.9722401 1.92611 0.03670842
-0.1035697 1.024571 1.948443 0.02679145
-0.01181551 0.987452 1.920045 0.03564095
-0.1668738 1.060516 1.92454 0.04220297
-0.1328469 1.015353 1.928725 0.0402864
-0.04581556 1.010832 1.955517 0.02573494
0.04376782 0.9780301 1.908505 0.04701374
0.04099297 0.969239 1.9148 0.03946809
-0.02887434 1.006495 1.934529 0.03689396
-0.08512863 1.027532 1.933924 0.04018918
0.08847804 0.9349273 1.973325 0.01165177
0.0265053 0.9774874 1.911854 0.04762498
0.03144644 0.9744596 1.916848 0.03812668
0.03002284 0.9632784 1.922265 0.04523321
0.09810099 0.9439373 1.937801 0.03780036
-0.07654731 1.010791 1.924853 0.03963121
-0.05589236 1.0107 1.934036 0.03551097
0.06146516 0.9701112 1.923336 0.03992917
0.05380297 0.9582491 1.88366 0.05751182
0.06729196 0.9534801 1.872134 0.06723895
-0.09702924 1.028209 1.957696 0.02571592
0.1436506 0.9116199 1.91258 0.0471263
-0.1328496 1.049725 1.888257 0.05375439
-0.1763564 1.072157 1.930545 0.03786245
0.1000186 0.947746 1.895102 0.04711153
-0.1474563 1.037549 1.904674 0.04438609
-0.08969998 1.027633 1.906745 0.0466963
0.0792292 0.964269 1.937183 0.03306133
-0.02967048 1.01487 1.942299 0.03550642
0.1464626 0.9366806 1.896992 0.05402147
0.0635181 0.9656272 1.882467 0.05523034
0.1114186 0.9511752 1.876624 0.05788539
0.1448156 0.9260328 1.906527 0.04518386
0.1219476 0.9372545 1.923178 0.04122171
0.03903643 0.9711315 1.880974 0.05700854
-0.06810085 1.006019 1.943547 0.03510022
-0.1441392 1.035819 1.921592 0.04063686
0.07543466 0.9591862 1.923533 0.03653377
0.01766422 0.9879393 1.96401 0.02278409
0.1493526 0.923655 1.921055 0.03793599
0.1197407 0.9360324 1.937476 0.03923231
0.2043761 0.893591 1.945564 0.02828564
-0.154236 1.034927 1.910469 0.0478597
-0.06006784 1.012219 1.88933 0.05859751
0.07482933 0.9311834 1.887428 0.05605226
0.0762707 0.9305441 1.961428 0.02090629
0.05565353 0.9688207 1.939437 0.03721368
-0.1014213 1.035662 1.978713 0.02180332
-0.08163614 1.025893 1.948304 0.03327157
0.02363441 0.9829286 1.9211 0.04115085
0.09970597 0.9313915 1.894158 0.04995032
0.06494158 0.9661146 1.932441 0.03459685
0.1012314 0.9481445 1.923839 0.03329141
-0.04623974 0.982413 1.908556 0.05545237
0.05967711 0.9577767 1.939111 0.03679137
0.1123076 0.9397843 1.943775 0.03247483
0.02120608 0.9778288 1.899438 0.0451591
0.05532742 0.9578655 1.920628 0.04170855
0.1174367 0.9241776 1.920199 0.04141518
0.0350319 0.9842827 1.924023 0.04098474
0.1645773 0.9174634 1.900638 0.04622384
0.0008272809 0.9739331 1.917134 0.04485473
0.2084766 0.8998626 1.921439 0.04226712
-0.1306297 1.038507 1.921429 0.04014757
0.08882371 0.9333451 1.911356 0.04538147
0.03008171 0.9742452 1.891944 0.05152399
0.07120571 0.9562949 1.894582 0.05530897
0.1930216 0.8979903 1.869393 0.06056314
-0.07564835 1.016558 1.923508 0.03998998
0.02221495 0.9620081 1.934129 0.03835452
-0.2158127 1.064588 1.850713 0.07212341
-0.07006499 1.033723 1.918235 0.04285623
-0.01133902 0.9944937 1.908571 0.0457312
0.04782575 0.9702206 1.954557 0.02698065
0.1165274 0.9456272 1.966553 0.0187891
0.02504751 0.9786611 1.921227 0.04367388
0.07008773 0.9570598 1.947905 0.03394398
-0.1055151 1.013753 1.905212 0.05082658
0.1983161 0.9270103 1.907842 0.04769246
-0.03199745 1.006898 1.882875 0.05906585
-0.02532188 0.9898996 1.908767 0.04875083
-0.1659968 1.021753 1.909606 0.04699095
-0.004233251 0.9839404 1.921373 0.04573811
-0.3111034 1.106525 1.902975 0.04827028
0.0473076 0.9478542 1.934362 0.03928249
-0.2781982 1.120374 1.937855 0.03886831
0.07988342 0.9351825 1.915854 0.04792558
0.08493789 0.9569554 1.871903 0.05952788
0.06298575 0.9659564 1.913873 0.04280834
-0.1278584 1.040605 1.896067 0.05225365
-0.006082431 0.9779932 1.901075 0.04890402
0.1508197 0.9146854 1.940258 0.03128204
-0.08808885 1.037574 1.907664 0.04921378
-0.1380884 1.04015 1.893208 0.04970435
0.015177 0.9692024 1.911314 0.04327308
0.03001561 0.9731552 1.925263 0.03666254
-0.3382104 1.117792 1.880919 0.05746918
0.1475928 0.9320201 1.903112 0.04381597
0.09714603 0.9486134 1.941713 0.0293618
-0.03814648 0.9960147 1.849683 0.07448699
-0.1045292 1.029763 1.912944 0.04730042
-0.01740256 0.9684273 1.928745 0.03722207
0.06706028 0.9466655 1.907351 0.0519211
0.2341672 0.8833889 1.910361 0.04009283
0.005797208 0.9752019 1.992853 0.0118632
0.02074537 0.9725745 1.886678 0.05866941
0.05772992 0.9644178 1.930365 0.03990615
0.0369934 0.9726627 1.892292 0.05588285
-0.02367679 1.005758 1.951687 0.02616929
-0.04650716 1.003295 1.922062 0.04019815
-0.01435266 0.9848685 1.960355 0.01969427
-0.17212 1.032677 1.955951 0.0267106
0.05395992 0.9729131 1.895062 0.04624638
-0.05560055 1.001875 1.885378 0.05089884
0.01805377 0.9610695 1.902646 0.04285364
0.04150773 0.9670156 1.951277 0.0339918
0.07784176 0.9301939 1.919751 0.04489773
-0.01656665 0.9935163 1.882467 0.05499929
-0.03126721 0.9969076 1.88246 0.0549913
0.01719139 0.9803825 1.941668 0.0357842
-0.0834342 1.013695 1.844385 0.07323854
-0.06674171 1.030231 1.898587 0.05025314
0.03603469 0.9802618 1.883747 0.06016925
0.04920317 0.9600624 1.967873 0.01695079
0.1625175 0.9231307 1.922797 0.03916422
-0.05392999 0.9998242 1.955134 0.0283308
0.07956059 0.9390029 1.940274 0.03573188
0.1687186 0.9118798 1.930957 0.03574256
0.1257995 0.9288996 1.89438 0.05128007
-0.003126018 0.9808498 1.89205 0.04704429
0.04351426 0.9668293 1.897287 0.06412955
0.09203503 0.9473857 1.906475 0.04721963
-0.1145787 1.03727 1.905946 0.04578149
0.1830887 0.8932618 1.899067 0.04952156
0.1551559 0.926603 1.913321 0.04874915
0.06956186 0.9709204 1.945363 0.02911465
0.177657 0.913285 1.876021 0.05790808
-0.04233407 1.009736 1.911814 0.04374644
0.009727854 0.9839546 1.922748 0.04388637
-0.08470633 1.030233 1.933908 0.02845614
0.0772919 0.9652271 1.952543 0.03186205
-0.000994813 0.9738855 1.923072 0.04057627
-0.02840489 0.9913918 1.899459 0.04737109
-0.01397754 0.996598 1.960583 0.02649133
-0.203468 1.062152 1.990492 0.01008467
-0.1357593 1.04456 1.876281 0.0606673
0.04470709 0.9759138 1.893547 0.05065742
-0.08262562 1.023875 1.941535 0.03338618
0.01965196 0.9867616 1.918023 0.04281249
-0.04501554 1.001791 1.90419 0.05334207
0.1279367 0.9213688 1.893948 0.05616782
-0.1168698 1.022717 1.942116 0.03220356
0.01323604 0.9729177 1.916401 0.03842193
-0.06935179 1.002465 1.900843 0.04558962
-0.08077824 1.017437 1.934627 0.03456062
0.002805771 0.9852383 1.89727 0.04873094
0.0845049 0.9623732 1.870625 0.0622973
-0.2068973 1.061285 1.933378 0.03670414
-0.1426513 1.040077 1.919986 0.04285547
0.04222909 0.9733222 1.9156 0.03939022
-0.1046513 1.027207 1.912955 0.04644005
-0.1345676 1.045044 1.961015 0.02393095
0.008785232 0.9803627 1.940697 0.03256687
0.2884157 0.857145 1.903569 0.0494331
0.1839652 0.9052453 1.893288 0.05513033
-0.04650661 0.9984453 1.911118 0.04816234
-0.1878248 1.073326 1.937547 0.03368205
-0.1364603 1.059274 1.932258 0.03568657
0.03146225 0.9648086 1.901954 0.0474461
0.04166355 0.9647575 1.892536 0.04678456
0.04524024 0.9703767 1.971843 0.01988086
0.117365 0.9595277 1.957406 0.02777163
-0.09975469 1.028846 1.942393 0.03217899
-0.1224 1.018367 1.944247 0.03191502
0.02608969 0.9580598 1.930584 0.03427042
-0.07116335 1.001586 1.899217 0.05141511
0.004804296 0.9829225 1.963489 0.02014457
0.1329624 0.9166493 1.905581 0.04947112
-0.01835291 0.9971309 1.926887 0.03363325
0.0435427 0.9750801 1.99377 0.0152652
0.07604202 0.9577876 1.985047 0.01559391
-0.01505877 0.9768157 1.940362 0.03422291
-0.001926799 0.9831322 1.95963 0.02501602
0.08532513 0.9532936 1.967383 0.0190534
-0.02196367 0.9887605 1.911728 0.04018395
-0.08232368 1.006935 1.978953 0.01938357
0.01422367 0.9902443 1.979456 0.01561167
-0.07775131 1.020289 1.903854 0.04777712
0.1024851 0.9470701 1.898005 0.0556739
-0.1281979 1.049533 1.959722 0.02146055
0.09059453 0.9505468 1.895329 0.05304862
0.09168314 0.9337621 1.934418 0.03226321
-0.1711625 1.074358 1.922449 0.03861271
-0.009057177 0.9901619 1.969778 0.02436315
-0.005551806 0.9912688 1.932447 0.03322428
0.1680048 0.9301252 1.889822 0.04800335
0.06301963 0.9474362 1.887059 0.04982081
0.1212624 0.9444678 1.936954 0.03211785
0.009104349 0.9815783 1.96474 0.020232
0.1769595 0.90295 1.944617 0.02816259
-0.01138776 0.9847866 1.90828 0.04473041
-0.09367339 1.004686 1.912142 0.04505225
